ticker,cutoff_date,historical_observation_count,historical_mean_delta_f1,historical_collapse_rate,current_delta_cv_score,gate_enabled,gate_reason,information_cutoff_date,control_f1_macro,pcr_f1_macro,delta_f1_macro,gated_f1_macro,gated_delta_vs_control,class_collapse_bool,delta_sell_f1,delta_hold_f1,delta_buy_f1
BRITANNIA.NS,2026-05-08,3,0.0060988865270603,0.3333333333333333,-0.005751195066668,False,"WARM: hist_mean=0.006099, hist_collapse=0.33",2026-05-08,0.3091105699955846,0.3007724301841949,-0.0083381398113897,0.3091105699955846,0.0,False,-0.0274982282069454,-0.0211721052057186,0.0236559139784945
BRITANNIA.NS,2026-08-10,4,0.0024896299424478005,0.25,0.0029674668846146,False,"WARM: hist_mean=0.002490, hist_collapse=0.25",2026-08-10,0.3311346200591786,0.3258823244434755,-0.0052522956157031,0.3311346200591786,0.0,False,0.0290545908523436,0.0044226044226043,-0.0492340821220574
CIPLA.NS,2025-08-08,0,0.0,0.0,0.0085921341884336,True,COLD: cv_delta=0.008592,2025-08-08,0.3026002946889023,0.2866405995438253,-0.015959695145077,0.2866405995438253,-0.015959695145077002,False,-0.0263696876600102,-0.0298427311085539,0.0083333333333333
CIPLA.NS,2025-11-10,1,-0.015959695145077,0.0,-0.0045598283040194,False,"WARM: hist_mean=-0.015960, hist_collapse=0.00",2025-11-10,0.3340556624792778,0.3640642168085273,0.0300085543292495,0.3340556624792778,0.0,False,0.029311031461569,0.0030786823239652,0.0576359492022142
CIPLA.NS,2026-02-10,2,0.00702442959208625,0.0,-0.0081123905460172,True,"WARM: hist_mean=0.007024, hist_collapse=0.00",2026-02-10,0.3332062137545627,0.3434001220562486,0.0101939083016858,0.3434001220562486,0.010193908301685872,True,-0.0114343937507075,-0.0193236714975845,0.0613397901533494
CIPLA.NS,2026-05-08,3,0.0080809224952861,0.3333333333333333,-0.0100758861554074,False,"WARM: hist_mean=0.008081, hist_collapse=0.33",2026-05-08,0.3419017331698088,0.3410612731608879,-0.0008404600089209,0.3419017331698088,0.0,False,-0.0591865357643758,0.0336206896551724,0.0230444660824407
CIPLA.NS,2026-08-10,4,0.00585057686923435,0.25,0.012760325440919,False,"WARM: hist_mean=0.005851, hist_collapse=0.25",2026-08-10,0.358870420414862,0.3441816841964225,-0.0146887362184394,0.358870420414862,0.0,False,-0.0956455309396486,0.0285769009768243,0.023002421307506
COALINDIA.NS,2025-08-08,0,0.0,0.0,-0.006397632998483,False,COLD: cv_delta=-0.006398,2025-08-08,0.3059326456354057,0.3290830062224563,0.0231503605870506,0.3059326456354057,0.0,False,0.0931961120640366,-0.0282550591828942,0.0045100288800095
COALINDIA.NS,2025-11-10,1,0.0231503605870506,0.0,0.0014719039168071,True,"WARM: hist_mean=0.023150, hist_collapse=0.00",2025-11-10,0.3088032842292695,0.3396979503775619,0.0308946661482923,0.3396979503775619,0.030894666148292393,False,0.1326241134751772,-0.0579176431201874,0.0179775280898876
COALINDIA.NS,2026-02-10,2,0.02702251336767145,0.0,0.0014897376744908,True,"WARM: hist_mean=0.027023, hist_collapse=0.00",2026-02-10,0.3292581071493822,0.2753979422710073,-0.0538601648783749,0.2753979422710073,-0.053860164878374917,True,-0.0309477756286266,-0.1888138862102217,0.0581811672037235
COALINDIA.NS,2026-05-08,3,6.162061898933267e-05,0.3333333333333333,-0.0052283172640639,False,"WARM: hist_mean=0.000062, hist_collapse=0.33",2026-05-08,0.2681762154874024,0.2743019254647161,0.0061257099773137,0.2681762154874024,0.0,False,-0.0092147435897436,-0.0421367718167165,0.0697286453384014
COALINDIA.NS,2026-08-10,4,0.0015776429585704244,0.25,-0.011118834427678,False,"WARM: hist_mean=0.001578, hist_collapse=0.25",2026-08-10,0.3299484263259604,0.2711346134613461,-0.0588138128646142,0.3299484263259604,0.0,True,-0.0309764309764309,-0.1362842166569598,-0.0091807909604519
DRREDDY.NS,2025-08-08,0,0.0,0.0,0.0015433642607402,False,COLD: cv_delta=0.001543,2025-08-08,0.3679212275703503,0.3856333250150994,0.0177120974447491,0.3679212275703503,0.0,False,-0.0331423895253682,0.0071996027805362,0.0790790790790791
DRREDDY.NS,2025-11-10,1,0.0177120974447491,0.0,-0.0291616363707817,True,"WARM: hist_mean=0.017712, hist_collapse=0.00",2025-11-10,0.3840059656972408,0.3684477465853984,-0.0155582191118424,0.3684477465853984,-0.015558219111842408,True,0.0175438596491228,0.0470195782534451,-0.1112380952380951
DRREDDY.NS,2026-02-10,2,0.001076939166453351,0.5,-0.0119189354584974,False,"WARM: hist_mean=0.001077, hist_collapse=0.50",2026-02-10,0.3823310553250156,0.3902866145984054,0.0079555592733898,0.3823310553250156,0.0,False,0.0002581644507551,0.0336134453781512,-0.0100049320087367
DRREDDY.NS,2026-05-08,3,0.003369812535432167,0.3333333333333333,0.0030247168473268,False,"WARM: hist_mean=0.003370, hist_collapse=0.33",2026-05-08,0.3369265895147797,0.3091540819651419,-0.0277725075496378,0.3369265895147797,0.0,True,0.0203598484848485,-0.0023460410557185,-0.1013313300780434
DRREDDY.NS,2026-08-10,4,-0.004415767485835324,0.5,-0.009111545266756,False,"WARM: hist_mean=-0.004416, hist_collapse=0.50",2026-08-10,0.3520801083281705,0.3740402117050355,0.0219601033768649,0.3520801083281705,0.0,False,0.0379669320269442,-0.0012831308392478,0.0291965089428985
EICHERMOT.NS,2025-08-08,0,0.0,0.0,-0.0055043648562444,False,COLD: cv_delta=-0.005504,2025-08-08,0.2613718658194985,0.3171085504390066,0.055736684619508,0.2613718658194985,0.0,False,-0.0031706299541092,0.0840336134453781,0.0863470703672553
EICHERMOT.NS,2025-11-10,1,0.055736684619508,0.0,-0.0078910664567298,True,"WARM: hist_mean=0.055737, hist_collapse=0.00",2025-11-10,0.2727780392342581,0.2688271758160654,-0.0039508634181926,0.2688271758160654,-0.003950863418192674,True,-0.000924072077622,-0.0154108131119625,0.0044822949350067
EICHERMOT.NS,2026-02-10,2,0.025892910600657702,0.5,-0.0250925198418279,False,"WARM: hist_mean=0.025893, hist_collapse=0.50",2026-02-10,0.2952198607872235,0.3069396188193326,0.011719758032109,0.2952198607872235,0.0,False,-0.0021802325581395,0.03132848645076,0.0060110202037067
EICHERMOT.NS,2026-05-08,3,0.021168526411141465,0.3333333333333333,-0.002571954105811,False,"WARM: hist_mean=0.021169, hist_collapse=0.33",2026-05-08,0.2253249111685118,0.2494249764967997,0.0241000653282878,0.2253249111685118,0.0,False,-0.024015009380863,0.0284614096768792,0.0678537956888472
EICHERMOT.NS,2026-08-10,4,0.02190141114042805,0.25,0.0005776369303638,False,"WARM: hist_mean=0.021901, hist_collapse=0.25",2026-08-10,0.2483039264061162,0.2846035552510372,0.036299628844921,0.2483039264061162,0.0,False,-0.0341835622411162,0.1134798534798534,0.0296025952960259
GRASIM.NS,2025-08-08,0,0.0,0.0,0.0004556391439551,False,COLD: cv_delta=0.000456,2025-08-08,0.3385010786206042,0.3475279470491508,0.0090268684285466,0.3385010786206042,0.0,False,-0.0124777183600712,0.0002230773520718,0.0393352462936393
GRASIM.NS,2025-11-10,1,0.0090268684285466,0.0,0.0081405291324589,True,"WARM: hist_mean=0.009027, hist_collapse=0.00",2025-11-10,0.3198604752561587,0.3250773103200288,0.00521683506387,0.3250773103200288,0.005216835063870107,False,-0.0215357458075904,0.0246203037569944,0.0125659472422062
GRASIM.NS,2026-02-10,2,0.0071218517462083,0.0,0.0078193493763816,True,"WARM: hist_mean=0.007122, hist_collapse=0.00",2026-02-10,0.3140715269131703,0.3094207004478981,-0.0046508264652722,0.3094207004478981,-0.0046508264652722064,False,-0.0292904290429042,0.0187793427230046,-0.0034413930759171
GRASIM.NS,2026-05-08,3,0.0031976256757148005,0.0,-0.005521556807185,True,"WARM: hist_mean=0.003198, hist_collapse=0.00",2026-05-08,0.3054841677771432,0.2917488825545149,-0.0137352852226282,0.2917488825545149,-0.01373528522262829,False,-0.0388349514563106,0.0394591611479028,-0.0418300653594771
GRASIM.NS,2026-08-10,4,-0.0010356020488709499,0.0,0.0020533013312991,False,"WARM: hist_mean=-0.001036, hist_collapse=0.00",2026-08-10,0.3086677989332856,0.2859373420909624,-0.0227304568423232,0.3086677989332856,0.0,False,0.0,-0.0143117926250456,-0.0538795779019242
HCLTECH.NS,2025-08-08,0,0.0,0.0,0.0068370221377583,True,COLD: cv_delta=0.006837,2025-08-08,0.27768536121673,0.2561156074199552,-0.0215697537967747,0.2561156074199552,-0.021569753796774782,True,-0.1245039682539682,-0.0602052931363561,0.12
HCLTECH.NS,2025-11-10,1,-0.0215697537967747,1.0,-0.0283651550640888,False,"WARM: hist_mean=-0.021570, hist_collapse=1.00",2025-11-10,0.3056748355382057,0.3172579355434143,0.0115831000052085,0.3056748355382057,0.0,True,0.0229885057471264,-0.0267007441930391,0.0384615384615384
HCLTECH.NS,2026-02-10,2,-0.0049933268957831,1.0,-0.0162804680863435,False,"WARM: hist_mean=-0.004993, hist_collapse=1.00",2026-02-10,0.3060253142577192,0.2541446208112874,-0.0518806934464317,0.3060253142577192,0.0,True,-0.0692431561996779,0.0451800232288037,-0.131578947368421
HCLTECH.NS,2026-05-08,3,-0.020622449079332635,1.0,-0.0298929308458578,False,"WARM: hist_mean=-0.020622, hist_collapse=1.00",2026-05-08,0.3009132420091324,0.307554150651963,0.0066409086428306,0.3009132420091324,0.0,True,0.0284552845528455,0.0295626794708845,-0.0380952380952381
HCLTECH.NS,2026-08-10,4,-0.013806609648791825,1.0,0.0015148581983503,False,"WARM: hist_mean=-0.013807, hist_collapse=1.00",2026-08-10,0.3222416566196987,0.3238533289182622,0.0016116722985635,0.3222416566196987,0.0,False,-0.0258467952058363,0.0324884968350408,-0.001806684733514
HDFCBANK.NS,2025-08-08,0,0.0,0.0,0.0108918230042023,True,COLD: cv_delta=0.010892,2025-08-08,0.3300188323917137,0.3006933542647829,-0.0293254781269308,0.3006933542647829,-0.029325478126930815,True,0.041025641025641,-0.1625735039778623,0.0335714285714285
HDFCBANK.NS,2025-11-10,1,-0.0293254781269308,1.0,-0.0007340922518923,False,"WARM: hist_mean=-0.029325, hist_collapse=1.00",2025-11-10,0.3587254346182917,0.4483817769532055,0.0896563423349137,0.3587254346182917,0.0,False,0.1868686868686869,-0.017219387755102,0.0993197278911565
HDFCBANK.NS,2026-02-10,2,0.030165432103991446,0.5,-0.0324177689167303,False,"WARM: hist_mean=0.030165, hist_collapse=0.50",2026-02-10,0.2970958498341865,0.3086997635933806,0.0116039137591941,0.2970958498341865,0.0,False,-0.0225281602002503,0.1211494252873562,-0.0638095238095238
